,score,true_states,pred_states,params,iteration
1744,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'A', 'B', 'A', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.897564589955309, 'delay_gap_A2B': 0.11482369068247977, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.673414200756625, 'w_acpt': 2.541843759977287, 'w_trans': 7.749307588935193}",1744
262,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.7429198728546855, 'delay_gap_A2B': 0.13234933861239162, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.1891949306739, 'w_acpt': 2.5574307619646555, 'w_trans': 9.93344622397612}",262
1779,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8266779994351277, 'delay_gap_A2B': 0.052769039176090805, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.906648641735764, 'w_acpt': 2.74654385123999, 'w_trans': 7.970916978025642}",1779
1746,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'A', 'B', 'B', 'two', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9265156047008143, 'delay_gap_A2B': 0.0008401183684859231, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.199543057925645, 'w_acpt': 2.3898693226374115, 'w_trans': 7.74283765000195}",1746
1918,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'B', 'B', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8593141846495298, 'delay_gap_A2B': 0.00020648706583391296, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.02457368460264, 'w_acpt': 2.237872569468183, 'w_trans': 7.8410782299166595}",1918
302,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.9712707552158832, 'delay_gap_A2B': 0.20674257000882154, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.05156180544543, 'w_acpt': 3.370929028936889, 'w_trans': 13.25878693128772}",302
1748,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'B', 'two', 'two', 'two', 'two', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.751125944387149, 'delay_gap_A2B': 0.12468634928677937, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.73895724021411, 'w_acpt': 2.1320362597800804, 'w_trans': 7.8107825079428075}",1748
1749,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'B', 'two', 'A', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.076608834870932, 'delay_gap_A2B': 0.11596349489435968, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.35858593188952, 'w_acpt': 1.9855376326267318, 'w_trans': 8.61463477312105}",1749
1778,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'two', 'A', 'A', '1', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.1019311802687874, 'delay_gap_A2B': 0.15429248158519948, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.058904039138866, 'w_acpt': 2.5399593951667647, 'w_trans': 5.884839618680633}",1778
297,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', 'two', 'A', 'A', '1', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.644721594833054, 'delay_gap_A2B': 0.16775517103268547, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.70658488689321, 'w_acpt': 2.015074132604135, 'w_trans': 5.438991845119865}",297
1801,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9404327917182722, 'delay_gap_A2B': 0.09731644404746442, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.76097265267144, 'w_acpt': 2.9532651838039587, 'w_trans': 4.029956998941712}",1801
1769,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', 'B', 'A', 'B', '1', 'B', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.169383641817816, 'delay_gap_A2B': 0.1959689713290315, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.02695832021374, 'w_acpt': 2.26211527508949, 'w_trans': 6.806815994849757}",1769
226,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'B', 'two', 'two', 'two', 'A', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.5817177741799857, 'delay_gap_A2B': 0.14844303794485642, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.81157377311108, 'w_acpt': 2.2278832343896084, 'w_trans': 3.219925092260334}",226
12,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9268858274496525, 'delay_gap_A2B': 0.09429191718856668, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.24230586668797, 'w_acpt': 1.9728001796073578, 'w_trans': 9.321770099449093}",12
1668,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.940190991670439, 'delay_gap_A2B': 0.026964077554955695, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.975931980094956, 'w_acpt': 2.2100662868948486, 'w_trans': 7.72749822956782}",1668
398,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.5449845438051875, 'delay_gap_A2B': 0.22305386064788563, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.19743444103471, 'w_acpt': 1.4916600265849274, 'w_trans': 13.060496329239722}",398
1850,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'A', 'A', 'B', 'two', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.964848242595865, 'delay_gap_A2B': 0.13351333345900496, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.22856763046363, 'w_acpt': 3.1954897286526904, 'w_trans': 7.51750092863297}",1850
387,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.582232699208013, 'delay_gap_A2B': 0.19062731599416347, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -43.99856926517379, 'w_acpt': 2.8158554955622312, 'w_trans': 2.5186623030258515}",387
225,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'B', '1', 'A', '1', 'A', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.9047226751228554, 'delay_gap_A2B': 0.17073237638563854, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.4522114592167, 'w_acpt': 2.004960821559199, 'w_trans': 3.640729510312469}",225
366,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'two', 'two', 'B', 'two', 'A', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8788332728361694, 'delay_gap_A2B': 0.007918880865221654, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.36685709167477, 'w_acpt': 2.4819539838460845, 'w_trans': 6.356257063827622}",366
193,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'A', 'two', 'B', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.2633411852891796, 'delay_gap_A2B': 0.1026268741681452, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.95897853272161, 'w_acpt': 2.21607462892268, 'w_trans': 8.795725780030772}",193
1847,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'A', 'A', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.1161651482898436, 'delay_gap_A2B': 0.14705385226643097, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.13860114862105, 'w_acpt': 2.2327449298668975, 'w_trans': 7.059960485098144}",1847
1680,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'B', 'A', 'B', 'B', 'two', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9180000310622327, 'delay_gap_A2B': 0.03272040402054216, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.299939611771215, 'w_acpt': 2.9773981749086023, 'w_trans': 6.715589814515786}",1680
1989,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.90655752208046, 'delay_gap_A2B': 0.023350578902354858, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.60767276979864, 'w_acpt': 2.0528963211884337, 'w_trans': 7.8735334751801656}",1989
1835,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'A', 'B', 'A', 'two', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.035711444154874, 'delay_gap_A2B': 0.14034845619740233, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.1712994794566, 'w_acpt': 2.707360828586176, 'w_trans': 7.694569188470268}",1835
1825,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'B', 'A', '1', 'B', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.232378824831464, 'delay_gap_A2B': 0.17605499983765355, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.79239247705137, 'w_acpt': 1.995161891577015, 'w_trans': 6.1828468605023055}",1825
1819,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.833672841401321, 'delay_gap_A2B': 0.02997466878057931, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.535039664293244, 'w_acpt': 2.071375130860017, 'w_trans': 8.01841704860178}",1819
1991,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'B', 'B', 'A', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8103904404098046, 'delay_gap_A2B': 0.02759599663590525, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.55610735469267, 'w_acpt': 2.2215149920309476, 'w_trans': 8.004715347983808}",1991
1689,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'B', 'two', 'two', 'B', 'two', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.292614263282779, 'delay_gap_A2B': 0.14214969445537923, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.74400148313902, 'w_acpt': 2.0169325215612597, 'w_trans': 9.203894353521166}",1689
177,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'A', 'B', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9355074124737741, 'delay_gap_A2B': 0.02509523927986843, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.04020736465933, 'w_acpt': 2.0455147961662514, 'w_trans': 12.731810142526891}",177
1842,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', 'B', '1', 'B', '1', 'B', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.089580945989047, 'delay_gap_A2B': 0.18623204214591085, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.1683315171868, 'w_acpt': 1.7364716841203323, 'w_trans': 6.482315879110635}",1842
1966,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'A', 'B', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.939952030376673, 'delay_gap_A2B': 0.07580790005879531, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.28442658691521, 'w_acpt': 2.091199599243987, 'w_trans': 7.079486010919627}",1966
1820,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'A', 'two', 'two', 'two', 'A', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.933125264425507, 'delay_gap_A2B': 0.07415915055618061, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.37244353288865, 'w_acpt': 2.7994090082883094, 'w_trans': 4.411401339499119}",1820
1985,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.994193121325039, 'delay_gap_A2B': 0.16457952459279404, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.596384147513184, 'w_acpt': 2.1787091017054303, 'w_trans': 6.7321402251848905}",1985
1823,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'two', 'B', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0719221113690827, 'delay_gap_A2B': 0.12011352266541922, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.45897719129068, 'w_acpt': 2.315159787609871, 'w_trans': 7.2299096748149685}",1823
1984,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'A', 'A', 'two', 'two', 'B', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8674801182485274, 'delay_gap_A2B': 0.08274068943533187, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.43314066168963, 'w_acpt': 1.7718739236946224, 'w_trans': 4.055688774222846}",1984
1692,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'A', 'two', 'two', 'two', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.039036789552014, 'delay_gap_A2B': 0.1342125604980691, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.984774896567565, 'w_acpt': 2.0800425507617355, 'w_trans': 7.505017623337508}",1692
1673,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'A', '1', 'A', '1', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.194291237170854, 'delay_gap_A2B': 0.11651504201240083, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.61827274189675, 'w_acpt': 2.3300755698227134, 'w_trans': 4.874264833453968}",1673
180,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0193277995193037, 'delay_gap_A2B': 0.0597917960335024, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.351649337820746, 'w_acpt': 2.6602757382842457, 'w_trans': 11.069834227143769}",180
1834,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'B', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9777295993608872, 'delay_gap_A2B': 0.1402323167417678, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.10620313443122, 'w_acpt': 2.348653466108249, 'w_trans': 7.344607138998651}",1834
28,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.915360207471382, 'delay_gap_A2B': 0.2763578077156619, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.664139619619725, 'w_acpt': 2.579097045696994, 'w_trans': 7.915419021342742}",28
