,score,true_states,pred_states,params,iteration
1595,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'B', 'B', 'B', 'B', 'two', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9711696042356202, 'delay_gap_A2B': 0.24481609655790887, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.90437084842067, 'w_acpt': 1.548514543069658, 'w_trans': 8.04370683462586}",1595
1594,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.7146049765145432, 'delay_gap_A2B': 0.08496807381466358, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.276672917730394, 'w_acpt': 1.2755789666525539, 'w_trans': 8.21891167927435}",1594
1593,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.086624208994335, 'delay_gap_A2B': 0.19031016129782682, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.27820113368158, 'w_acpt': 1.2954462943812362, 'w_trans': 6.684740821419627}",1593
1704,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'two', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.7648518678444152, 'delay_gap_A2B': 0.03081734874112764, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.09165066327389, 'w_acpt': 1.605799031016912, 'w_trans': 7.843412441729202}",1704
1591,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'B', 'A', 'two', 'A', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.1899487119668235, 'delay_gap_A2B': 0.18856352947088137, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.39081479149824, 'w_acpt': 2.3429745273404636, 'w_trans': 5.899428450120269}",1591
1607,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'A', 'B', 'A', 'B', 'A', 'B', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.765973431252024, 'delay_gap_A2B': 0.06381813279037603, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.966409028443266, 'w_acpt': 2.223957569807441, 'w_trans': 9.08584984380351}",1607
1609,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'A', 'A', 'two', 'A', 'A', 'A', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0090244756995825, 'delay_gap_A2B': 0.15493809642404593, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.94400882619843, 'w_acpt': 2.0422328888224386, 'w_trans': 6.647372557570293}",1609
1624,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'A', 'two', 'two', 'B', 'two', 'two', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.1701507439008125, 'delay_gap_A2B': 0.16833746670820215, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.14089133637134, 'w_acpt': 2.435537289043914, 'w_trans': 6.140475150390399}",1624
1693,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.6849444120025283, 'delay_gap_A2B': 0.10975538863366475, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.254986468534426, 'w_acpt': 1.8390183816716585, 'w_trans': 6.399941723376838}",1693
1623,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.695273855912059, 'delay_gap_A2B': 0.2246523356997309, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.09172091650033, 'w_acpt': 1.8249674683823218, 'w_trans': 13.199640035241389}",1623
1622,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'A', 'B', 'A', 'B', 'A', 'B', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.1367362243589483, 'delay_gap_A2B': 0.1624932448217926, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.5282967532632, 'w_acpt': 2.5443284412952476, 'w_trans': 6.459734662749018}",1622
1621,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'A', 'A', 'two', 'A', 'two', 'two', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.103673325263306, 'delay_gap_A2B': 0.15783419681403182, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.57355262431974, 'w_acpt': 2.41714532649588, 'w_trans': 6.2798946368683435}",1621
1620,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0380904922458627, 'delay_gap_A2B': 0.0228166725362052, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.16182684179961, 'w_acpt': 1.53378152666075, 'w_trans': 8.764089851212313}",1620
1619,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'A', 'two', 'B', 'B', 'A', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0716827522628147, 'delay_gap_A2B': 0.003456093833013908, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.078685019638094, 'w_acpt': 2.313372918610226, 'w_trans': 6.870490571963138}",1619
1618,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'two', 'two', 'B', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.1466044649297507, 'delay_gap_A2B': 0.1697230825269503, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.03782304756014, 'w_acpt': 2.254911145281586, 'w_trans': 5.937884185620972}",1618
1617,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'A', 'two', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.028416791862112, 'delay_gap_A2B': 0.011760048527025512, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.73069312751712, 'w_acpt': 2.331894907722532, 'w_trans': 7.380146937772595}",1617
1616,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'two', 'B', 'two', 'two', 'A', 'A', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.940248591451089, 'delay_gap_A2B': 0.03518977354897067, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.82237298157533, 'w_acpt': 2.8271811911533047, 'w_trans': 7.042682133061918}",1616
1699,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8772632205816953, 'delay_gap_A2B': 0.03845084407224497, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.97986221026045, 'w_acpt': 1.7145560035787324, 'w_trans': 8.596676330145188}",1699
1694,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8375078236565088, 'delay_gap_A2B': 0.038263526039363824, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.69985047128969, 'w_acpt': 1.4734078453751853, 'w_trans': 8.936981809997768}",1694
1614,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'B', 'B', 'B', 'B', 'two', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.7400109785319944, 'delay_gap_A2B': 0.050809258357405504, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.43110856089813, 'w_acpt': 1.6432988114638114, 'w_trans': 8.242216227028495}",1614
1696,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'two', 'B', '1', 'B', '1', 'two', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.204886757663747, 'delay_gap_A2B': 0.1619965715124696, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.505000999775646, 'w_acpt': 1.6321243424898277, 'w_trans': 5.647304771801193}",1696
1697,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.764117317397118, 'delay_gap_A2B': 0.12843798877572615, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.26354292393831, 'w_acpt': 2.045759562183129, 'w_trans': 4.617469127447924}",1697
1613,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'two', 'two', '1', 'A', '1', 'A', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.68431129150145, 'delay_gap_A2B': 0.21154461774816088, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.34468576762294, 'w_acpt': 2.2718341850591375, 'w_trans': 12.682495829969074}",1613
1698,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.7354598809688246, 'delay_gap_A2B': 0.05682180237682102, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.702264809004134, 'w_acpt': 1.1922979311340414, 'w_trans': 4.385754208024949}",1698
1611,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'B', 'two', 'B', 'B', 'A', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.7155301329104824, 'delay_gap_A2B': 0.017934066662801493, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.84027379070453, 'w_acpt': 1.7661264586365633, 'w_trans': 12.953257938541292}",1611
1747,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'A', 'two', 'B', 'two', 'B', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0192104640011497, 'delay_gap_A2B': 0.15137780232165363, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.628000209789185, 'w_acpt': 2.873431739168802, 'w_trans': 7.551377310997171}",1747
1751,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9624782754681058, 'delay_gap_A2B': 9.036785894367405e-06, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.174416484729264, 'w_acpt': 6.893559643807188, 'w_trans': 7.629694066460259}",1751
1510,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.5586894039705494, 'delay_gap_A2B': 0.02678093658589883, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.15395601962536, 'w_acpt': 2.164089275556692, 'w_trans': 4.180969803687054}",1510
1403,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8365164314046798, 'delay_gap_A2B': 0.03894431670953642, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.39388036170632, 'w_acpt': 1.949865677345053, 'w_trans': 4.042479780348835}",1403
1794,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'two', 'B', 'two', 'two', 'two', 'B', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0458266595077883, 'delay_gap_A2B': 0.15637139584470977, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.460648411093395, 'w_acpt': 2.4154740813367512, 'w_trans': 7.087783293640284}",1794
1795,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'two', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.1336609486789757, 'delay_gap_A2B': 0.1644969057856985, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.70599947645914, 'w_acpt': 1.8517809633013458, 'w_trans': 5.5699028345620905}",1795
1796,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'B', 'two', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.31327698309443, 'delay_gap_A2B': 0.26286734336292167, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.265377068746055, 'w_acpt': 1.978288742136453, 'w_trans': 6.190502236163982}",1796
1797,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'A', 'two', 'B', 'A', 'B', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.2088737297645116, 'delay_gap_A2B': 0.059844419170566196, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.24494439062168, 'w_acpt': 2.3987328099422722, 'w_trans': 9.715576291040522}",1797
1798,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'B', 'A', 'B', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.181481504784791, 'delay_gap_A2B': 0.13749332515464546, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.05049409155325, 'w_acpt': 2.482025692924653, 'w_trans': 7.4175333709281475}",1798
1800,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.963533640370471, 'delay_gap_A2B': 0.10148159871347524, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.98635225388239, 'w_acpt': 4.018446309027771, 'w_trans': 3.674775135642869}",1800
1404,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.916722100950329, 'delay_gap_A2B': 0.06001663390775083, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.58926457219316, 'w_acpt': 3.7118731675155394, 'w_trans': 6.012328465504952}",1404
1402,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.7614155027044365, 'delay_gap_A2B': 0.04291379201669443, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.650177373152594, 'w_acpt': 2.1031159384314533, 'w_trans': 4.728455104243464}",1402
1411,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'two', 'B', 'two', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.108864192349842, 'delay_gap_A2B': 0.16528821251727321, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.28282968159016, 'w_acpt': 1.515453745293677, 'w_trans': 13.139816918704266}",1411
1401,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'A', 'two', 'two', 'B', 'B', 'B', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8984454567273523, 'delay_gap_A2B': 0.1334032561966705, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.43502384031225, 'w_acpt': 1.9194750806098007, 'w_trans': 6.508366561925463}",1401
1802,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'B', 'B', 'two', 'B', 'two', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0493418973602986, 'delay_gap_A2B': 0.08732937176914721, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.20260453142407, 'w_acpt': 2.5833573187648695, 'w_trans': 3.009857669166209}",1802
1804,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'two', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.235433422625007, 'delay_gap_A2B': 0.17402804201747457, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.10967936874157, 'w_acpt': 1.807993340385325, 'w_trans': 5.576399301162372}",1804
1397,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.2441246019493044, 'delay_gap_A2B': 0.18599586020409517, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.283939401168844, 'w_acpt': 6.018400323535886, 'w_trans': 5.38670345985222}",1397
1805,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'A', 'A', 'B', 'A', 'B', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.147513225202613, 'delay_gap_A2B': 0.11190437263499554, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.2866645875199, 'w_acpt': 2.6720380081026227, 'w_trans': 3.893034596796868}",1805
1807,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'two', 'two', 'B', 'B', 'A', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.060387082899473, 'delay_gap_A2B': 0.021411239143688435, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.19091827817214, 'w_acpt': 1.6582689387704588, 'w_trans': 9.238990902625371}",1807
1396,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.1709817902400186, 'delay_gap_A2B': 0.06634453266159064, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.43243539413318, 'w_acpt': 1.2434981847885822, 'w_trans': 12.764250646966309}",1396
1409,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0589539063912223, 'delay_gap_A2B': 0.03250234116442282, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.70137099545096, 'w_acpt': 1.0259140870309738, 'w_trans': 6.915868299778266}",1409
1412,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', '1', 'two', 'B', 'B', '1', 'B', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.2018161908256886, 'delay_gap_A2B': 0.195824892114869, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.07105007833272, 'w_acpt': 1.650091934009824, 'w_trans': 5.3545740032368165}",1412
1394,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', '1', 'A', 'A', 'two', 'B', 'B', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9384517203180036, 'delay_gap_A2B': 0.10659969727499283, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.87674075920815, 'w_acpt': 1.8974469212138279, 'w_trans': 5.9851674617170625}",1394
