,score,true_states,pred_states,params,iteration
1978,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 14.821245444901225, 'cue_length': 0.5971181462889322, 'cue_percentage': 100, 'delay_A2GO': 2.9067274182675424, 'delay_gap_A2B': 0.046910579109719686, 'e_e_max_weight': 15.220923364135919, 'e_i_weight': 4.315201712648916, 'i_e_weight': 14.31087634713921, 'i_frequency': 11.084340526793666, 'thr_GO_state': -50.996157335469626, 'w_acpt': 5.594461048129061, 'w_trans': 4.380757277567216}",1978
17,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', '0', 'null', 'null', '1', 'null', '1']","{'background_activity': 27.116432671906846, 'cue_length': 0.9307151987002265, 'cue_percentage': 100, 'delay_A2GO': 2.971039690035745, 'delay_gap_A2B': 0.08315455248274188, 'e_e_max_weight': 10.352717407355804, 'e_i_weight': 4.351651895485201, 'i_e_weight': 16.645702210225686, 'i_frequency': 34.25871725405831, 'thr_GO_state': -53.150821001087685, 'w_acpt': 1.0139813485304763, 'w_trans': 8.313323925463802}",17
1976,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 19.900103491893674, 'cue_length': 0.6049027245369305, 'cue_percentage': 100, 'delay_A2GO': 1.7610994255130468, 'delay_gap_A2B': 0.005870626691740946, 'e_e_max_weight': 14.819847831285877, 'e_i_weight': 5.611731546627415, 'i_e_weight': 11.932377857906827, 'i_frequency': 23.309699472454675, 'thr_GO_state': -47.17990203942823, 'w_acpt': 7.3699162481198, 'w_trans': 2.662987762530518}",1976
18,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 22.54018639526855, 'cue_length': 0.5675221928743086, 'cue_percentage': 100, 'delay_A2GO': 2.482321690859923, 'delay_gap_A2B': 0.2646587956027656, 'e_e_max_weight': 11.65217234038664, 'e_i_weight': 1.9839713397338445, 'i_e_weight': 17.268384934704876, 'i_frequency': 23.975970666388257, 'thr_GO_state': -43.59405890911988, 'w_acpt': 1.0548224960073764, 'w_trans': 3.5376183314443734}",18
1973,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 14.473636198980799, 'cue_length': 0.5628752645039581, 'cue_percentage': 100, 'delay_A2GO': 2.5185763520803186, 'delay_gap_A2B': 0.13167474571104612, 'e_e_max_weight': 15.413558721225852, 'e_i_weight': 3.874687630719399, 'i_e_weight': 17.963973746838896, 'i_frequency': 11.209588857869159, 'thr_GO_state': -51.94870718336998, 'w_acpt': 5.4495405374689465, 'w_trans': 2.9790082865589795}",1973
1965,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'A', 'two', 'B', 'A', 'A', 'B']","{'background_activity': 23.503913895316582, 'cue_length': 0.5960343376452981, 'cue_percentage': 100, 'delay_A2GO': 2.9737931055471245, 'delay_gap_A2B': 0.06500424844416629, 'e_e_max_weight': 12.270887989610792, 'e_i_weight': 5.8867411718090485, 'i_e_weight': 19.417890241590953, 'i_frequency': 18.526503877515434, 'thr_GO_state': -42.52468972257476, 'w_acpt': 6.87909522011053, 'w_trans': 7.953151972688152}",1965
19,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 27.326239204375035, 'cue_length': 0.5626819110704119, 'cue_percentage': 100, 'delay_A2GO': 1.8211543693855405, 'delay_gap_A2B': 0.2097181852200859, 'e_e_max_weight': 14.834480552139663, 'e_i_weight': 3.7554340161250486, 'i_e_weight': 8.380150163363787, 'i_frequency': 36.63976190157675, 'thr_GO_state': -48.83137704846634, 'w_acpt': 3.1365158567572196, 'w_trans': 2.732309526819951}",19
1971,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 21.77985654837994, 'cue_length': 0.5730955723162054, 'cue_percentage': 100, 'delay_A2GO': 2.97931950210177, 'delay_gap_A2B': 0.04445207292999839, 'e_e_max_weight': 8.36375047300892, 'e_i_weight': 4.029072111314733, 'i_e_weight': 11.535736412479746, 'i_frequency': 20.34716308761292, 'thr_GO_state': -48.86379971301026, 'w_acpt': 3.833997097907467, 'w_trans': 9.182172688471752}",1971
20,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 26.401659589855242, 'cue_length': 0.62121215050817, 'cue_percentage': 100, 'delay_A2GO': 2.573774245632721, 'delay_gap_A2B': 0.1417667989545173, 'e_e_max_weight': 10.943883392449852, 'e_i_weight': 4.005182974749768, 'i_e_weight': 18.81939961680366, 'i_frequency': 39.1735788060212, 'thr_GO_state': -48.046666461627424, 'w_acpt': 3.085676773455476, 'w_trans': 9.774211757761552}",20
21,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 16.75702237978747, 'cue_length': 0.719315334628596, 'cue_percentage': 100, 'delay_A2GO': 2.4027215804776385, 'delay_gap_A2B': 0.15584879867514823, 'e_e_max_weight': 19.319388290074862, 'e_i_weight': 6.550738276118039, 'i_e_weight': 5.283682245682545, 'i_frequency': 37.43647124040717, 'thr_GO_state': -43.67262247062625, 'w_acpt': 4.908922798954224, 'w_trans': 10.540034928929007}",21
22,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 23.093455693643058, 'cue_length': 0.8993855428715829, 'cue_percentage': 100, 'delay_A2GO': 1.5333809308026614, 'delay_gap_A2B': 0.1982339560435538, 'e_e_max_weight': 9.937252669146684, 'e_i_weight': 5.776172569592034, 'i_e_weight': 5.049829831677438, 'i_frequency': 17.665873905196285, 'thr_GO_state': -45.86726939484548, 'w_acpt': 6.382365404648219, 'w_trans': 8.050863126516143}",22
1967,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 22.874660752017054, 'cue_length': 0.620948576796795, 'cue_percentage': 100, 'delay_A2GO': 2.6248702713972136, 'delay_gap_A2B': 0.14751370591991458, 'e_e_max_weight': 10.674667281996252, 'e_i_weight': 5.914859723582825, 'i_e_weight': 8.667669627713824, 'i_frequency': 28.693139523572086, 'thr_GO_state': -43.95815220502131, 'w_acpt': 7.518286960032942, 'w_trans': 9.134606883359542}",1967
14,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'A', 'null']","{'background_activity': 18.447822094538555, 'cue_length': 0.601768811610164, 'cue_percentage': 100, 'delay_A2GO': 2.8965716452555297, 'delay_gap_A2B': 0.20175567555469712, 'e_e_max_weight': 7.997132022302901, 'e_i_weight': 9.758767156788855, 'i_e_weight': 13.201176900581844, 'i_frequency': 20.547110509409322, 'thr_GO_state': -52.140495569965154, 'w_acpt': 7.215265653009784, 'w_trans': 11.886586020151508}",14
12,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', '1', 'null', 'null', 'null', 'null', 'null', '1']","{'background_activity': 18.893100633967126, 'cue_length': 0.6127926461212139, 'cue_percentage': 100, 'delay_A2GO': 2.2644273776678427, 'delay_gap_A2B': 0.21758489573216472, 'e_e_max_weight': 19.404847165455838, 'e_i_weight': 8.039316263080243, 'i_e_weight': 15.662833859825017, 'i_frequency': 37.12766583090499, 'thr_GO_state': -51.55522707570658, 'w_acpt': 1.4577689582642732, 'w_trans': 7.725258293279853}",12
1983,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 11.812580981795914, 'cue_length': 0.6423042881259384, 'cue_percentage': 100, 'delay_A2GO': 2.756491533646943, 'delay_gap_A2B': 0.20362259666948174, 'e_e_max_weight': 5.1250714061596545, 'e_i_weight': 7.687737618870328, 'i_e_weight': 5.90706944987999, 'i_frequency': 22.116905137286444, 'thr_GO_state': -49.30944463676274, 'w_acpt': 7.048622725143177, 'w_trans': 10.558196879542216}",1983
11,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 27.58688488816887, 'cue_length': 0.8111805207176819, 'cue_percentage': 100, 'delay_A2GO': 1.9276849053624092, 'delay_gap_A2B': 0.03923001935570575, 'e_e_max_weight': 11.473371267916352, 'e_i_weight': 7.803022637407572, 'i_e_weight': 17.607366959690772, 'i_frequency': 13.694945057852948, 'thr_GO_state': -42.46148890717663, 'w_acpt': 4.453267139130837, 'w_trans': 12.957988353980081}",11
1985,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'A', 'null', 'null']","{'background_activity': 13.766494652535016, 'cue_length': 0.5454778648553726, 'cue_percentage': 100, 'delay_A2GO': 2.923823743338116, 'delay_gap_A2B': 0.08501997160895165, 'e_e_max_weight': 13.254624576020928, 'e_i_weight': 4.653243502906545, 'i_e_weight': 19.974267566622007, 'i_frequency': 29.104686080953805, 'thr_GO_state': -45.15367725284958, 'w_acpt': 6.250808556926989, 'w_trans': 6.515379079379279}",1985
10,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 18.495826524309674, 'cue_length': 0.7789082121810824, 'cue_percentage': 100, 'delay_A2GO': 2.1404621254382814, 'delay_gap_A2B': 0.07486432777970987, 'e_e_max_weight': 15.191188144136353, 'e_i_weight': 6.070131638109207, 'i_e_weight': 9.99076707470615, 'i_frequency': 16.48768848106643, 'thr_GO_state': -45.56671146620403, 'w_acpt': 7.267434259319398, 'w_trans': 4.723367514796975}",10
1987,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 13.423529167693864, 'cue_length': 0.5585669640227418, 'cue_percentage': 100, 'delay_A2GO': 2.9072885418814804, 'delay_gap_A2B': 0.06830173804702334, 'e_e_max_weight': 13.459053995256918, 'e_i_weight': 8.875665590900969, 'i_e_weight': 18.79645637815955, 'i_frequency': 28.594889310681793, 'thr_GO_state': -46.325898222596464, 'w_acpt': 6.254365984247327, 'w_trans': 6.324548654217973}",1987
9,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 20.003273902465434, 'cue_length': 0.6827022048212297, 'cue_percentage': 100, 'delay_A2GO': 2.1037662323867887, 'delay_gap_A2B': 0.1811253040539604, 'e_e_max_weight': 6.504328183745836, 'e_i_weight': 8.03309313853811, 'i_e_weight': 14.688707766626141, 'i_frequency': 36.842493872755014, 'thr_GO_state': -52.180790879661096, 'w_acpt': 7.331080399431436, 'w_trans': 4.52863412548883}",9
8,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'B']","{'background_activity': 23.202343873570555, 'cue_length': 0.7865633643556666, 'cue_percentage': 100, 'delay_A2GO': 1.5999017076319508, 'delay_gap_A2B': 0.04493295904728908, 'e_e_max_weight': 11.519601616761413, 'e_i_weight': 8.214220125889058, 'i_e_weight': 16.686061671714995, 'i_frequency': 23.798873910909684, 'thr_GO_state': -47.954951230847314, 'w_acpt': 7.356818532805438, 'w_trans': 10.162775435451037}",8
7,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 24.477165458508892, 'cue_length': 0.8552842418017509, 'cue_percentage': 100, 'delay_A2GO': 2.128535074763435, 'delay_gap_A2B': 0.04786977788493635, 'e_e_max_weight': 13.890909056920815, 'e_i_weight': 3.016414355506956, 'i_e_weight': 11.881189087017194, 'i_frequency': 10.57246632953559, 'thr_GO_state': -43.2631517568307, 'w_acpt': 1.2311009531542898, 'w_trans': 9.247654496717036}",7
6,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 20.39435665918125, 'cue_length': 0.8894814086566152, 'cue_percentage': 100, 'delay_A2GO': 2.8855027564877878, 'delay_gap_A2B': 0.27999860200289156, 'e_e_max_weight': 16.66427192895941, 'e_i_weight': 0.6249924395636021, 'i_e_weight': 13.810159054715392, 'i_frequency': 36.61650531690546, 'thr_GO_state': -50.19612841571783, 'w_acpt': 4.616692651560648, 'w_trans': 2.5159432913148656}",6
5,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 23.27634516493071, 'cue_length': 0.6422952758165508, 'cue_percentage': 100, 'delay_A2GO': 1.9714595859428334, 'delay_gap_A2B': 0.21894235333280082, 'e_e_max_weight': 7.084571813444338, 'e_i_weight': 6.454734662063865, 'i_e_weight': 14.994385310480963, 'i_frequency': 26.785319889901967, 'thr_GO_state': -50.95224596005907, 'w_acpt': 1.6180745297049683, 'w_trans': 6.7980249493313085}",5
1994,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'two', 'two', 'A', 'A', 'A', 'A']","{'background_activity': 14.205524097053242, 'cue_length': 0.5938384669415852, 'cue_percentage': 100, 'delay_A2GO': 2.3602561791192906, 'delay_gap_A2B': 0.09756914373458911, 'e_e_max_weight': 13.599172187498642, 'e_i_weight': 4.885270548549307, 'i_e_weight': 19.040111753614912, 'i_frequency': 13.135660059232661, 'thr_GO_state': -50.99112159603497, 'w_acpt': 6.773150265308933, 'w_trans': 7.117534278090853}",1994
3,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', '1', 'A', '1', 'A', '1', 'null', '1']","{'background_activity': 22.72696446604275, 'cue_length': 0.7261717656396985, 'cue_percentage': 100, 'delay_A2GO': 2.7459122216350176, 'delay_gap_A2B': 0.24607286699993938, 'e_e_max_weight': 7.762809009549011, 'e_i_weight': 7.943564402156963, 'i_e_weight': 19.83948998473317, 'i_frequency': 16.941849853579004, 'thr_GO_state': -47.836560973805845, 'w_acpt': 4.321847362252829, 'w_trans': 2.147975408374289}",3
1996,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 20.402864075376947, 'cue_length': 0.5301236009220073, 'cue_percentage': 100, 'delay_A2GO': 2.0314466219780636, 'delay_gap_A2B': 0.037842543745383456, 'e_e_max_weight': 15.04586322823047, 'e_i_weight': 3.533977780169315, 'i_e_weight': 18.25993715493061, 'i_frequency': 17.944440714346044, 'thr_GO_state': -49.34563102251055, 'w_acpt': 6.840598398746547, 'w_trans': 6.41211009191082}",1996
1997,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 21.287298016192253, 'cue_length': 0.5351282918772088, 'cue_percentage': 100, 'delay_A2GO': 2.305157239594309, 'delay_gap_A2B': 0.1294625002503219, 'e_e_max_weight': 14.291885724026885, 'e_i_weight': 3.231315468417571, 'i_e_weight': 18.18493536729853, 'i_frequency': 18.56291117914925, 'thr_GO_state': -49.442908203587635, 'w_acpt': 6.611326364085865, 'w_trans': 6.592920166804596}",1997
2,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 23.820115491536548, 'cue_length': 0.87497753442941, 'cue_percentage': 100, 'delay_A2GO': 2.5293676348062917, 'delay_gap_A2B': 0.13205037993669563, 'e_e_max_weight': 12.995389411002234, 'e_i_weight': 6.313231957255223, 'i_e_weight': 19.992660450321512, 'i_frequency': 34.864580837314506, 'thr_GO_state': -46.48167459735169, 'w_acpt': 3.9117081084776006, 'w_trans': 13.100695243253174}",2
23,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'B', 'two', 'two', 'two', 'two']","{'background_activity': 22.992579011534072, 'cue_length': 0.6466366949308505, 'cue_percentage': 100, 'delay_A2GO': 1.7250906451828407, 'delay_gap_A2B': 0.2520381627955948, 'e_e_max_weight': 9.453404606765693, 'e_i_weight': 9.877532596543478, 'i_e_weight': 10.309927768890411, 'i_frequency': 11.106328293548094, 'thr_GO_state': -46.49653996543622, 'w_acpt': 7.1578331202818335, 'w_trans': 12.198111370281016}",23
24,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","{'background_activity': 19.196454126520194, 'cue_length': 0.5387347327788812, 'cue_percentage': 100, 'delay_A2GO': 1.7834384804447319, 'delay_gap_A2B': 0.0058433988294974365, 'e_e_max_weight': 17.740089451113597, 'e_i_weight': 8.574981547283127, 'i_e_weight': 15.863488116975851, 'i_frequency': 14.52805924159159, 'thr_GO_state': -47.21131856616559, 'w_acpt': 1.6843123498564858, 'w_trans': 11.642784614443643}",24
44,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 26.724991978754154, 'cue_length': 0.9498050046735065, 'cue_percentage': 100, 'delay_A2GO': 1.651675930707315, 'delay_gap_A2B': 0.03464277613407407, 'e_e_max_weight': 12.592110151298325, 'e_i_weight': 1.2254385763626416, 'i_e_weight': 19.760284056163584, 'i_frequency': 36.92307336168652, 'thr_GO_state': -53.72861503479695, 'w_acpt': 4.125622959119599, 'w_trans': 6.364628660905615}",44
40,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 10.835417339127172, 'cue_length': 0.7036371388876085, 'cue_percentage': 100, 'delay_A2GO': 2.607783199968827, 'delay_gap_A2B': 0.04740301103536262, 'e_e_max_weight': 7.556179417036036, 'e_i_weight': 9.515115200472378, 'i_e_weight': 7.1015250772072935, 'i_frequency': 28.38365237712657, 'thr_GO_state': -51.9342430301032, 'w_acpt': 1.3417906890912308, 'w_trans': 10.408714342388532}",40
36,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 23.96004512942986, 'cue_length': 0.7091353610897013, 'cue_percentage': 100, 'delay_A2GO': 2.818863425234477, 'delay_gap_A2B': 0.2659005517754283, 'e_e_max_weight': 17.77327624115305, 'e_i_weight': 3.281537000270835, 'i_e_weight': 13.475029220187647, 'i_frequency': 38.92936641498997, 'thr_GO_state': -42.03786468615063, 'w_acpt': 6.3095546877442565, 'w_trans': 2.290002268181053}",36
37,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 27.62033424730693, 'cue_length': 0.5374911032361108, 'cue_percentage': 100, 'delay_A2GO': 1.578522577541558, 'delay_gap_A2B': 0.25029210259697804, 'e_e_max_weight': 14.643986436910012, 'e_i_weight': 1.6167291851236576, 'i_e_weight': 11.26176242006325, 'i_frequency': 28.245523331367096, 'thr_GO_state': -50.58079094006312, 'w_acpt': 4.973595307965938, 'w_trans': 5.570845958256765}",37
38,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 18.20030019038562, 'cue_length': 0.6625498460084713, 'cue_percentage': 100, 'delay_A2GO': 2.236108724994059, 'delay_gap_A2B': 0.18189491704791205, 'e_e_max_weight': 5.676053664581546, 'e_i_weight': 6.188159949408548, 'i_e_weight': 8.844324134519196, 'i_frequency': 26.809752486709403, 'thr_GO_state': -44.490632390969104, 'w_acpt': 5.103389038515607, 'w_trans': 3.5079669216626908}",38
39,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 16.95157352592844, 'cue_length': 0.7259275714319092, 'cue_percentage': 100, 'delay_A2GO': 1.786173352474051, 'delay_gap_A2B': 0.24693798749265677, 'e_e_max_weight': 8.82579755616821, 'e_i_weight': 2.0384937200933306, 'i_e_weight': 19.526475641820497, 'i_frequency': 20.24571461777117, 'thr_GO_state': -48.06624342837618, 'w_acpt': 3.6460867360222866, 'w_trans': 11.024256640043765}",39
1941,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 21.539721861551666, 'cue_length': 0.7793058181604179, 'cue_percentage': 100, 'delay_A2GO': 2.6575641146537627, 'delay_gap_A2B': 0.07002345624618725, 'e_e_max_weight': 7.370062762802671, 'e_i_weight': 3.9089491398609786, 'i_e_weight': 15.213877687037316, 'i_frequency': 12.433174485979961, 'thr_GO_state': -50.7399121963877, 'w_acpt': 6.965679353848753, 'w_trans': 4.242157589394238}",1941
1940,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 23.10541216220793, 'cue_length': 0.5397264550688791, 'cue_percentage': 100, 'delay_A2GO': 2.8919864539574376, 'delay_gap_A2B': 0.012306523540817842, 'e_e_max_weight': 12.27617871162573, 'e_i_weight': 4.8482013639740345, 'i_e_weight': 18.520515941158237, 'i_frequency': 12.34516197489927, 'thr_GO_state': -48.051851810776796, 'w_acpt': 5.708297768716206, 'w_trans': 13.7571938620266}",1940
1938,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 29.588439534802095, 'cue_length': 0.7660154317725476, 'cue_percentage': 100, 'delay_A2GO': 2.9980824107121533, 'delay_gap_A2B': 0.0309403250969249, 'e_e_max_weight': 13.02455740737167, 'e_i_weight': 2.9279953896160302, 'i_e_weight': 11.22737507451598, 'i_frequency': 19.70832798381355, 'thr_GO_state': -52.203511550324734, 'w_acpt': 7.741933447245816, 'w_trans': 6.701589623874577}",1938
25,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 12.79309630984438, 'cue_length': 0.9655404447003804, 'cue_percentage': 100, 'delay_A2GO': 1.9932982294735964, 'delay_gap_A2B': 0.24510110778328187, 'e_e_max_weight': 11.403757874090475, 'e_i_weight': 0.5514258578197807, 'i_e_weight': 10.63851612906632, 'i_frequency': 24.615713116022214, 'thr_GO_state': -51.15045933382113, 'w_acpt': 6.641601032858587, 'w_trans': 6.901389961255428}",25
1936,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 13.563980320613345, 'cue_length': 0.5007456331492515, 'cue_percentage': 100, 'delay_A2GO': 2.9989984011563773, 'delay_gap_A2B': 0.07219692431398582, 'e_e_max_weight': 13.242157813794783, 'e_i_weight': 9.236927999319752, 'i_e_weight': 19.658681729815292, 'i_frequency': 30.68314326588085, 'thr_GO_state': -48.46495051549314, 'w_acpt': 7.149339824765341, 'w_trans': 6.603241862923734}",1936
1935,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.852571180429525, 'cue_length': 0.5379453544442697, 'cue_percentage': 100, 'delay_A2GO': 2.9623860939513196, 'delay_gap_A2B': 0.042972379872361986, 'e_e_max_weight': 15.17414601951521, 'e_i_weight': 3.0235446885451207, 'i_e_weight': 13.762607459439716, 'i_frequency': 10.150318997386554, 'thr_GO_state': -51.786259621719296, 'w_acpt': 6.45802573943926, 'w_trans': 13.789874532622242}",1935
42,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 11.282220532497133, 'cue_length': 0.8173715208002885, 'cue_percentage': 100, 'delay_A2GO': 2.5820284171524928, 'delay_gap_A2B': 0.10690392158601916, 'e_e_max_weight': 12.91009302864798, 'e_i_weight': 1.588790783739357, 'i_e_weight': 13.158047643336491, 'i_frequency': 36.298150688516316, 'thr_GO_state': -43.90191905312779, 'w_acpt': 7.130106917716242, 'w_trans': 5.338536691469588}",42
43,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'A']","{'background_activity': 17.072984393292124, 'cue_length': 0.8655267467275032, 'cue_percentage': 100, 'delay_A2GO': 2.2527794508076537, 'delay_gap_A2B': 0.07930223075068034, 'e_e_max_weight': 11.080064118018601, 'e_i_weight': 6.800414107049062, 'i_e_weight': 9.737650107560928, 'i_frequency': 19.667128177609044, 'thr_GO_state': -42.492752584642105, 'w_acpt': 6.726307709318988, 'w_trans': 3.8076312268220978}",43
1932,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 10.005283863837539, 'cue_length': 0.520740464050196, 'cue_percentage': 100, 'delay_A2GO': 2.932999033891004, 'delay_gap_A2B': 0.06390814558649333, 'e_e_max_weight': 14.677961779543228, 'e_i_weight': 3.4668770816455203, 'i_e_weight': 17.89672981759204, 'i_frequency': 14.313300209832335, 'thr_GO_state': -46.614616399744996, 'w_acpt': 5.878498610071418, 'w_trans': 7.2170001634751975}",1932
1931,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 10.13926339791079, 'cue_length': 0.531814438213393, 'cue_percentage': 100, 'delay_A2GO': 2.9389936289184457, 'delay_gap_A2B': 0.06326034755492037, 'e_e_max_weight': 14.80629270759233, 'e_i_weight': 3.108537779910714, 'i_e_weight': 17.8220177920175, 'i_frequency': 14.134912460903747, 'thr_GO_state': -48.36301308568024, 'w_acpt': 6.050351364824347, 'w_trans': 6.918832242360223}",1931
