,score,true_states,pred_states,params,iteration
621,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 13.08570704163543, 'cue_length': 0.5512751743845407, 'cue_percentage': 100, 'delay_A2GO': 2.9512470386769234, 'delay_gap_A2B': 0.047214444061102326, 'e_e_max_weight': 14.106084955050473, 'e_i_weight': 3.4483758874985257, 'i_e_weight': 19.953067940125965, 'i_frequency': 21.556708840599736, 'thr_GO_state': -49.19047185441706, 'w_acpt': 7.130334863458673, 'w_trans': 7.235044255426936}",621
1152,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 22.43602053329871, 'cue_length': 0.6031303113225982, 'cue_percentage': 100, 'delay_A2GO': 2.715918943189, 'delay_gap_A2B': 0.16388842169494006, 'e_e_max_weight': 10.623636178926095, 'e_i_weight': 5.777260165913876, 'i_e_weight': 14.902752860718845, 'i_frequency': 23.814487028494664, 'thr_GO_state': -43.1426636575761, 'w_acpt': 7.545508448511726, 'w_trans': 9.210437047627352}",1152
1123,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 11.857339328815577, 'cue_length': 0.5331760934636955, 'cue_percentage': 100, 'delay_A2GO': 2.7432285739758377, 'delay_gap_A2B': 0.07603402918137808, 'e_e_max_weight': 12.87594111865604, 'e_i_weight': 4.106207379499619, 'i_e_weight': 18.87341827221643, 'i_frequency': 16.345165421756167, 'thr_GO_state': -49.63995263625572, 'w_acpt': 6.194403970795456, 'w_trans': 7.619222466895386}",1123
1812,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 12.331019195100046, 'cue_length': 0.5792342557064933, 'cue_percentage': 100, 'delay_A2GO': 2.946793093320221, 'delay_gap_A2B': 0.08917528783987458, 'e_e_max_weight': 13.714099792082807, 'e_i_weight': 4.9009141896502095, 'i_e_weight': 19.362660374871297, 'i_frequency': 15.415900352857872, 'thr_GO_state': -49.56979015432933, 'w_acpt': 6.815032455024997, 'w_trans': 8.15057802087455}",1812
1245,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 23.14956077889013, 'cue_length': 0.6264023838060617, 'cue_percentage': 100, 'delay_A2GO': 2.7412810666835425, 'delay_gap_A2B': 0.24534324430812315, 'e_e_max_weight': 11.549468438342426, 'e_i_weight': 7.668828182869051, 'i_e_weight': 7.934872486164503, 'i_frequency': 27.69859582983936, 'thr_GO_state': -48.56837513797401, 'w_acpt': 7.393993990243368, 'w_trans': 9.173952574716216}",1245
1816,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 11.922861773410135, 'cue_length': 0.5369621584620744, 'cue_percentage': 100, 'delay_A2GO': 2.910525999223616, 'delay_gap_A2B': 0.09099733946026017, 'e_e_max_weight': 13.469509830992084, 'e_i_weight': 4.490398637539933, 'i_e_weight': 15.472419714061717, 'i_frequency': 16.22766235242217, 'thr_GO_state': -49.46242547414542, 'w_acpt': 5.919591977264001, 'w_trans': 5.477632210314544}",1816
802,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 11.53855028715238, 'cue_length': 0.5237867831982193, 'cue_percentage': 100, 'delay_A2GO': 2.8918416672080363, 'delay_gap_A2B': 0.056448297114094444, 'e_e_max_weight': 12.885320359520849, 'e_i_weight': 4.49287180454925, 'i_e_weight': 19.320783803065947, 'i_frequency': 14.249918147281363, 'thr_GO_state': -50.387346947261946, 'w_acpt': 6.829126923593431, 'w_trans': 7.96012725208824}",802
1733,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 13.761537661899675, 'cue_length': 0.5923006709593989, 'cue_percentage': 100, 'delay_A2GO': 2.9975309336029623, 'delay_gap_A2B': 0.07744483450398146, 'e_e_max_weight': 12.081963848776207, 'e_i_weight': 4.928908154686677, 'i_e_weight': 19.392040270150396, 'i_frequency': 10.962272170469646, 'thr_GO_state': -48.46907472955545, 'w_acpt': 7.0747429835021505, 'w_trans': 13.579010585473176}",1733
1821,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 17.97182560918425, 'cue_length': 0.6555554211348036, 'cue_percentage': 100, 'delay_A2GO': 2.998856701274598, 'delay_gap_A2B': 0.0342628588540709, 'e_e_max_weight': 5.010303370767112, 'e_i_weight': 5.046166645878308, 'i_e_weight': 11.514536013116642, 'i_frequency': 10.131979627189581, 'thr_GO_state': -51.5052985033165, 'w_acpt': 7.97586178509566, 'w_trans': 12.444566263088152}",1821
935,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 11.33779923298537, 'cue_length': 0.5443957998567059, 'cue_percentage': 100, 'delay_A2GO': 2.8654697666521662, 'delay_gap_A2B': 0.03837152305705547, 'e_e_max_weight': 14.955930224154818, 'e_i_weight': 5.305957096149965, 'i_e_weight': 13.28415057255292, 'i_frequency': 21.607708501917134, 'thr_GO_state': -46.970701192424734, 'w_acpt': 7.080253453020354, 'w_trans': 6.74459123611873}",935
1602,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 11.845459812519577, 'cue_length': 0.5520064271157794, 'cue_percentage': 100, 'delay_A2GO': 2.8846468255769038, 'delay_gap_A2B': 0.07799212334230711, 'e_e_max_weight': 12.955027780828564, 'e_i_weight': 4.518191495424001, 'i_e_weight': 16.669736266924858, 'i_frequency': 13.73375555129496, 'thr_GO_state': -49.63328923854055, 'w_acpt': 5.960249583785853, 'w_trans': 5.424635491572091}",1602
1542,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 11.151998147003475, 'cue_length': 0.536599862245566, 'cue_percentage': 100, 'delay_A2GO': 2.8655206316046935, 'delay_gap_A2B': 0.07281772461942465, 'e_e_max_weight': 14.799397667900353, 'e_i_weight': 4.154108488147717, 'i_e_weight': 17.695466143511798, 'i_frequency': 14.204427237633988, 'thr_GO_state': -49.07048468167272, 'w_acpt': 5.966792657163521, 'w_trans': 7.4019396907820365}",1542
1315,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 26.150032266117524, 'cue_length': 0.57769128476167, 'cue_percentage': 100, 'delay_A2GO': 2.9423367661944497, 'delay_gap_A2B': 0.025080819731896704, 'e_e_max_weight': 14.305209501529403, 'e_i_weight': 6.821437247340017, 'i_e_weight': 10.045730202052274, 'i_frequency': 21.46157580528013, 'thr_GO_state': -48.78988972475422, 'w_acpt': 7.3322702487009055, 'w_trans': 8.172995391684854}",1315
1682,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 21.409257777651366, 'cue_length': 0.5600947748202992, 'cue_percentage': 100, 'delay_A2GO': 2.6554299988383128, 'delay_gap_A2B': 0.14813959929635753, 'e_e_max_weight': 7.878329043257502, 'e_i_weight': 7.948239920120077, 'i_e_weight': 7.088146254910296, 'i_frequency': 18.44859765745264, 'thr_GO_state': -49.714578671075316, 'w_acpt': 7.465597128696358, 'w_trans': 9.470213804302322}",1682
1190,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 20.7834106766627, 'cue_length': 0.6283601652634176, 'cue_percentage': 100, 'delay_A2GO': 2.591443423488033, 'delay_gap_A2B': 0.14308616364163596, 'e_e_max_weight': 9.46080499837104, 'e_i_weight': 6.711183599820187, 'i_e_weight': 9.860199084031851, 'i_frequency': 20.08564613588665, 'thr_GO_state': -52.19874051382709, 'w_acpt': 7.817894869072372, 'w_trans': 8.783513477528004}",1190
1430,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 10.755398779854222, 'cue_length': 0.5529829182306355, 'cue_percentage': 100, 'delay_A2GO': 2.7971973102404966, 'delay_gap_A2B': 0.0408524587817467, 'e_e_max_weight': 13.269110811048021, 'e_i_weight': 4.177559309384959, 'i_e_weight': 11.794684978165845, 'i_frequency': 18.493225138113548, 'thr_GO_state': -49.53661433945955, 'w_acpt': 5.5592178122181055, 'w_trans': 6.997108580754486}",1430
1685,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 12.143320646662264, 'cue_length': 0.5189611549048299, 'cue_percentage': 100, 'delay_A2GO': 2.9084873291145215, 'delay_gap_A2B': 0.07333934220502035, 'e_e_max_weight': 14.042483486020108, 'e_i_weight': 4.1079484570430065, 'i_e_weight': 18.161785885735185, 'i_frequency': 12.430872177768517, 'thr_GO_state': -50.39672605243489, 'w_acpt': 5.9689061961303365, 'w_trans': 12.80668131792441}",1685
500,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 13.344175454508976, 'cue_length': 0.683031899726029, 'cue_percentage': 100, 'delay_A2GO': 2.997781451699725, 'delay_gap_A2B': 0.05113695260306415, 'e_e_max_weight': 5.081276863441796, 'e_i_weight': 3.2878612142508254, 'i_e_weight': 6.942250812979382, 'i_frequency': 21.848186786726963, 'thr_GO_state': -49.97343657095059, 'w_acpt': 6.809797689095927, 'w_trans': 10.06868864467053}",500
899,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 12.590005301578996, 'cue_length': 0.5358200897243942, 'cue_percentage': 100, 'delay_A2GO': 2.85249203951571, 'delay_gap_A2B': 0.09107549760999151, 'e_e_max_weight': 13.176125448958233, 'e_i_weight': 5.025473994865917, 'i_e_weight': 19.39195792769327, 'i_frequency': 17.359193692304295, 'thr_GO_state': -53.991548087966756, 'w_acpt': 7.591878346356499, 'w_trans': 6.846404711852422}",899
1977,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 12.727972087812956, 'cue_length': 0.5797172750388376, 'cue_percentage': 100, 'delay_A2GO': 2.7878532180947833, 'delay_gap_A2B': 0.09344617254644538, 'e_e_max_weight': 12.092195851956815, 'e_i_weight': 4.45381459118445, 'i_e_weight': 19.1987235229767, 'i_frequency': 15.898392910462992, 'thr_GO_state': -49.64568870794329, 'w_acpt': 6.540522711477334, 'w_trans': 9.493815109886887}",1977
1419,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 14.044522886449604, 'cue_length': 0.5272232287752251, 'cue_percentage': 100, 'delay_A2GO': 2.8950987251911284, 'delay_gap_A2B': 0.05304176377141071, 'e_e_max_weight': 14.16744793349485, 'e_i_weight': 4.764525742090152, 'i_e_weight': 18.31334313675342, 'i_frequency': 11.389324720049277, 'thr_GO_state': -50.05232485337149, 'w_acpt': 6.107313993092379, 'w_trans': 12.957775000944181}",1419
1945,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 10.062108283769842, 'cue_length': 0.5266561550452655, 'cue_percentage': 100, 'delay_A2GO': 2.9361593140095645, 'delay_gap_A2B': 0.057116935621090936, 'e_e_max_weight': 13.813298185922404, 'e_i_weight': 4.293749482337469, 'i_e_weight': 16.951823259500536, 'i_frequency': 12.62505452570352, 'thr_GO_state': -48.10579648535913, 'w_acpt': 6.857212746414588, 'w_trans': 6.056836126055105}",1945
1949,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 12.882715729897631, 'cue_length': 0.5889022178069276, 'cue_percentage': 100, 'delay_A2GO': 2.8715185322864647, 'delay_gap_A2B': 0.08945084821224131, 'e_e_max_weight': 12.429554896078084, 'e_i_weight': 5.1125716477794985, 'i_e_weight': 16.597620360189964, 'i_frequency': 11.56154600970781, 'thr_GO_state': -50.2023936641625, 'w_acpt': 6.687268565501722, 'w_trans': 11.084784619266296}",1949
1686,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 14.479428499902516, 'cue_length': 0.568843992054436, 'cue_percentage': 100, 'delay_A2GO': 2.998382815997726, 'delay_gap_A2B': 0.04394315767321977, 'e_e_max_weight': 13.955125802489617, 'e_i_weight': 3.6683116383939316, 'i_e_weight': 19.536692622363766, 'i_frequency': 21.09342849161298, 'thr_GO_state': -48.88493770586578, 'w_acpt': 6.923861194479867, 'w_trans': 6.373034500274934}",1686
1492,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 21.466566157300736, 'cue_length': 0.6225680708203074, 'cue_percentage': 100, 'delay_A2GO': 2.9043841761504092, 'delay_gap_A2B': 0.006358646084415356, 'e_e_max_weight': 10.117928356611399, 'e_i_weight': 5.746070482797877, 'i_e_weight': 13.995153441700605, 'i_frequency': 22.218507767028644, 'thr_GO_state': -47.379925299161975, 'w_acpt': 7.580214677318088, 'w_trans': 8.929786444079397}",1492
1684,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 21.84313122293305, 'cue_length': 0.5639532264722704, 'cue_percentage': 100, 'delay_A2GO': 2.646961068557676, 'delay_gap_A2B': 0.13594963430864263, 'e_e_max_weight': 8.31835397891935, 'e_i_weight': 7.578289984009523, 'i_e_weight': 7.90657863527661, 'i_frequency': 19.33221071815468, 'thr_GO_state': -49.3694814408125, 'w_acpt': 7.575240135490373, 'w_trans': 9.558093770531766}",1684
1085,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 21.244839740910695, 'cue_length': 0.546204918483307, 'cue_percentage': 100, 'delay_A2GO': 2.737826264812168, 'delay_gap_A2B': 0.016057848767730802, 'e_e_max_weight': 8.431346568610488, 'e_i_weight': 6.099524384840238, 'i_e_weight': 10.392496824460721, 'i_frequency': 16.626980973735225, 'thr_GO_state': -53.30342542977945, 'w_acpt': 7.373525999182983, 'w_trans': 8.07974813749736}",1085
1056,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 10.008847665569146, 'cue_length': 0.55619514753679, 'cue_percentage': 100, 'delay_A2GO': 2.9387268270034532, 'delay_gap_A2B': 0.007875151696611666, 'e_e_max_weight': 12.387493294710826, 'e_i_weight': 5.258216163024093, 'i_e_weight': 10.447663699829928, 'i_frequency': 20.153062172144377, 'thr_GO_state': -48.17782844263068, 'w_acpt': 7.400095651756054, 'w_trans': 7.911624348066248}",1056
1100,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 12.219457119838719, 'cue_length': 0.6201494195102945, 'cue_percentage': 100, 'delay_A2GO': 2.813902415898046, 'delay_gap_A2B': 0.16843375933194843, 'e_e_max_weight': 11.62467650909203, 'e_i_weight': 7.5329824741675795, 'i_e_weight': 7.244140359197017, 'i_frequency': 22.908579079976764, 'thr_GO_state': -49.538322043547765, 'w_acpt': 7.502439807924394, 'w_trans': 9.044011803052332}",1100
1966,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 13.376006289275841, 'cue_length': 0.5932684287500277, 'cue_percentage': 100, 'delay_A2GO': 2.9977615332560013, 'delay_gap_A2B': 0.07821583901846811, 'e_e_max_weight': 14.757177140694173, 'e_i_weight': 5.617912457907763, 'i_e_weight': 16.154738870729197, 'i_frequency': 12.01738305681963, 'thr_GO_state': -50.527396622853054, 'w_acpt': 6.618142293403221, 'w_trans': 5.905316261702134}",1966
1969,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 13.07905637668034, 'cue_length': 0.5565405348475524, 'cue_percentage': 100, 'delay_A2GO': 2.877502447038032, 'delay_gap_A2B': 0.05135912867392887, 'e_e_max_weight': 16.294711417677323, 'e_i_weight': 4.826877532963585, 'i_e_weight': 13.20295900322953, 'i_frequency': 35.08022465664722, 'thr_GO_state': -46.94298084700453, 'w_acpt': 6.466872180775074, 'w_trans': 5.676307262576172}",1969
1406,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 12.13626441201588, 'cue_length': 0.5977417898299342, 'cue_percentage': 100, 'delay_A2GO': 2.895847346111293, 'delay_gap_A2B': 0.077773100603707, 'e_e_max_weight': 13.15743785485219, 'e_i_weight': 4.8597287554032516, 'i_e_weight': 16.125475905437387, 'i_frequency': 13.443907599432166, 'thr_GO_state': -49.97756526591884, 'w_acpt': 6.72511141255138, 'w_trans': 6.171752921915723}",1406
1477,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 14.187484086144073, 'cue_length': 0.5536070490747668, 'cue_percentage': 100, 'delay_A2GO': 2.9978897368826387, 'delay_gap_A2B': 0.06700231838048304, 'e_e_max_weight': 15.63222351162241, 'e_i_weight': 3.8414606989379547, 'i_e_weight': 16.74644663624553, 'i_frequency': 19.673271541585503, 'thr_GO_state': -49.225435729666664, 'w_acpt': 6.909815409037473, 'w_trans': 5.743794653598657}",1477
1516,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 12.024175126994553, 'cue_length': 0.5671462633601082, 'cue_percentage': 100, 'delay_A2GO': 2.8828549206134677, 'delay_gap_A2B': 0.04531211034406733, 'e_e_max_weight': 15.140927874331794, 'e_i_weight': 4.28956960884161, 'i_e_weight': 13.312875143822824, 'i_frequency': 20.982017719436534, 'thr_GO_state': -49.64702877645523, 'w_acpt': 5.6466767625485375, 'w_trans': 4.76378750566596}",1516
1067,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 11.059309243246897, 'cue_length': 0.5963166613254774, 'cue_percentage': 100, 'delay_A2GO': 2.8219194819517934, 'delay_gap_A2B': 0.21031811780424492, 'e_e_max_weight': 11.525713869209726, 'e_i_weight': 7.140775678743049, 'i_e_weight': 7.83801166670813, 'i_frequency': 24.088166198425938, 'thr_GO_state': -49.62928519167618, 'w_acpt': 7.582486799141795, 'w_trans': 9.090403198207563}",1067
829,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 12.508110941674497, 'cue_length': 0.5870976616362971, 'cue_percentage': 100, 'delay_A2GO': 2.926893376920983, 'delay_gap_A2B': 0.18186792701105245, 'e_e_max_weight': 10.193775849465055, 'e_i_weight': 6.493283395864246, 'i_e_weight': 7.302346739401669, 'i_frequency': 23.07429121533911, 'thr_GO_state': -53.57643502376756, 'w_acpt': 7.250887288311026, 'w_trans': 9.57372491107122}",829
1906,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 11.276058943477203, 'cue_length': 0.5442662751690913, 'cue_percentage': 100, 'delay_A2GO': 2.829954798401101, 'delay_gap_A2B': 0.028870652745731282, 'e_e_max_weight': 14.169262059694963, 'e_i_weight': 4.168885115080905, 'i_e_weight': 16.644134101271725, 'i_frequency': 11.023342382051837, 'thr_GO_state': -48.67730174676984, 'w_acpt': 5.007788958144656, 'w_trans': 7.062847157136368}",1906
1443,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 26.594754581291532, 'cue_length': 0.9520677597257278, 'cue_percentage': 100, 'delay_A2GO': 2.794273500908936, 'delay_gap_A2B': 0.031629354326017156, 'e_e_max_weight': 15.700222818147353, 'e_i_weight': 8.188111998023786, 'i_e_weight': 12.48094604697688, 'i_frequency': 29.464527458143937, 'thr_GO_state': -46.976830111248894, 'w_acpt': 7.75061070557901, 'w_trans': 5.8431852587895445}",1443
852,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 21.32292393843115, 'cue_length': 0.6572465273901462, 'cue_percentage': 100, 'delay_A2GO': 2.957066025632289, 'delay_gap_A2B': 0.01956979791680573, 'e_e_max_weight': 9.083473696544468, 'e_i_weight': 6.167376369581697, 'i_e_weight': 9.852030748897496, 'i_frequency': 21.551602413437465, 'thr_GO_state': -48.19814772478306, 'w_acpt': 7.296848174489809, 'w_trans': 8.49368196497617}",852
1988,1.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","{'background_activity': 12.582074911377221, 'cue_length': 0.5725590120493015, 'cue_percentage': 100, 'delay_A2GO': 2.9721970330902514, 'delay_gap_A2B': 0.08000066910250378, 'e_e_max_weight': 13.791300709540005, 'e_i_weight': 4.769589209460007, 'i_e_weight': 18.770629592162102, 'i_frequency': 11.41968187724523, 'thr_GO_state': -48.87482508118249, 'w_acpt': 6.183308226615486, 'w_trans': 13.264489536240221}",1988
