,score,params,iteration
1302,0.696969696969697,"{'background_activity': 13.855558143033827, 'cue_length': 0.5278520749476302, 'cue_percentage': 100, 'delay_A2GO': 2.270991549864788, 'delay_gap_A2B': 0.04320446844427434, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.80173395958723, 'w_acpt': 1.1091046995438525, 'w_trans': 6.849038151134088}",1302
1270,0.696969696969697,"{'background_activity': 13.855558143033827, 'cue_length': 0.7079055836612077, 'cue_percentage': 100, 'delay_A2GO': 2.1416303467597073, 'delay_gap_A2B': 0.17575754329011187, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.689119484014455, 'w_acpt': 1.3577563451914867, 'w_trans': 4.975867876162058}",1270
1301,0.696969696969697,"{'background_activity': 13.855558143033827, 'cue_length': 0.5421603456191668, 'cue_percentage': 100, 'delay_A2GO': 2.176655515881793, 'delay_gap_A2B': 0.05787020646829165, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.29988142667369, 'w_acpt': 1.2660526645747086, 'w_trans': 6.551851275526929}",1301
913,0.696969696969697,"{'background_activity': 13.855558143033827, 'cue_length': 0.5458275582284635, 'cue_percentage': 100, 'delay_A2GO': 2.4006338451125884, 'delay_gap_A2B': 0.03902112973493062, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.546209557713894, 'w_acpt': 1.1109303094496796, 'w_trans': 7.534626796536299}",913
1506,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.5368230968922905, 'cue_percentage': 100, 'delay_A2GO': 2.2732925121087675, 'delay_gap_A2B': 0.0533867112253485, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.27108715242965, 'w_acpt': 1.800242930254694, 'w_trans': 6.0619581757089005}",1506
1044,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.6149327486512742, 'cue_percentage': 100, 'delay_A2GO': 2.0576542664555384, 'delay_gap_A2B': 0.10173396787871478, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.82770776697367, 'w_acpt': 1.1980924762746201, 'w_trans': 6.180918857277508}",1044
1799,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.500778829376577, 'cue_percentage': 100, 'delay_A2GO': 2.2655534288642083, 'delay_gap_A2B': 0.059346924439722996, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.60689894112833, 'w_acpt': 1.3125180520776583, 'w_trans': 5.460354159675729}",1799
1925,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.5290086109462446, 'cue_percentage': 100, 'delay_A2GO': 2.34796835279471, 'delay_gap_A2B': 0.02219083288347555, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.98290760988387, 'w_acpt': 1.4233009197885313, 'w_trans': 7.237814024540239}",1925
1212,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.6166053781479347, 'cue_percentage': 100, 'delay_A2GO': 2.2064560290449893, 'delay_gap_A2B': 0.06704603096243657, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.295290422056496, 'w_acpt': 1.1366262615060119, 'w_trans': 7.326738644841167}",1212
1792,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.8669322624077571, 'cue_percentage': 100, 'delay_A2GO': 2.1945729271024734, 'delay_gap_A2B': 0.20034353642460717, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.61066282139047, 'w_acpt': 1.4731332567929463, 'w_trans': 4.268566039658798}",1792
453,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.9798519605743248, 'cue_percentage': 100, 'delay_A2GO': 2.9988849349075797, 'delay_gap_A2B': 0.015410039202831096, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.01749813989249, 'w_acpt': 1.0066961838076554, 'w_trans': 9.750864864291968}",453
1217,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.5651107449371959, 'cue_percentage': 100, 'delay_A2GO': 2.160135312729058, 'delay_gap_A2B': 0.013568745833000002, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.04612376745436, 'w_acpt': 1.0004659033001075, 'w_trans': 4.566573103371259}",1217
715,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.7110848652989984, 'cue_percentage': 100, 'delay_A2GO': 2.4718239487198552, 'delay_gap_A2B': 0.18074826728461924, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.76984533555077, 'w_acpt': 1.1623796466833152, 'w_trans': 8.177619706429246}",715
1328,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.5218389561813138, 'cue_percentage': 100, 'delay_A2GO': 2.189353507829542, 'delay_gap_A2B': 0.08398354512788087, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.90203315859164, 'w_acpt': 1.2624843506421992, 'w_trans': 6.666682666286788}",1328
141,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.5980310174612381, 'cue_percentage': 100, 'delay_A2GO': 1.9836802309829094, 'delay_gap_A2B': 0.08081184872743238, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.59617957883314, 'w_acpt': 1.2711774483918925, 'w_trans': 6.187006689515691}",141
414,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.5543387339579107, 'cue_percentage': 100, 'delay_A2GO': 1.918481368132325, 'delay_gap_A2B': 0.047850427215097746, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.49641109316659, 'w_acpt': 1.6904558551023152, 'w_trans': 4.540427238763842}",414
366,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.6363838385671302, 'cue_percentage': 100, 'delay_A2GO': 1.57430400055582, 'delay_gap_A2B': 0.10213628025133448, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.16585942414448, 'w_acpt': 1.149497407238125, 'w_trans': 8.581155481577444}",366
216,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.7197275402832121, 'cue_percentage': 100, 'delay_A2GO': 2.589318958501738, 'delay_gap_A2B': 0.1824903681379992, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.77321852041008, 'w_acpt': 1.0913889843694529, 'w_trans': 6.07363577809791}",216
1854,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.5957776181903429, 'cue_percentage': 100, 'delay_A2GO': 2.117082124037877, 'delay_gap_A2B': 0.07805699268851274, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.66036900607207, 'w_acpt': 1.6593945256695741, 'w_trans': 6.249765308942218}",1854
1249,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.6506793572595996, 'cue_percentage': 100, 'delay_A2GO': 1.8389993922283943, 'delay_gap_A2B': 0.09486953031628362, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.55043805158345, 'w_acpt': 1.3930337037376754, 'w_trans': 4.859530833648513}",1249
1088,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.55753092106512, 'cue_percentage': 100, 'delay_A2GO': 2.3737670561880853, 'delay_gap_A2B': 0.05929631047111231, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.33614035136647, 'w_acpt': 1.0048739965433058, 'w_trans': 6.453106765095298}",1088
704,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.5777663313981805, 'cue_percentage': 100, 'delay_A2GO': 1.997046354875138, 'delay_gap_A2B': 0.20611386541528806, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.175876975686286, 'w_acpt': 1.658037077275064, 'w_trans': 3.409195064650392}",704
1435,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.5105021825335948, 'cue_percentage': 100, 'delay_A2GO': 2.0648919959831864, 'delay_gap_A2B': 0.06589746684183068, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.79159789539591, 'w_acpt': 1.2430010736317891, 'w_trans': 7.569813222685983}",1435
258,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.9540577844207744, 'cue_percentage': 100, 'delay_A2GO': 2.7949488557454685, 'delay_gap_A2B': 0.04645681323149847, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.60418637299393, 'w_acpt': 1.1681491740777572, 'w_trans': 6.265772239876663}",258
1083,0.6666666666666666,"{'background_activity': 13.855558143033827, 'cue_length': 0.5395303412438225, 'cue_percentage': 100, 'delay_A2GO': 2.162013074135013, 'delay_gap_A2B': 0.04117839044411175, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.26202084733321, 'w_acpt': 1.0011156854765826, 'w_trans': 6.97318039532874}",1083
573,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.5751733189020715, 'cue_percentage': 100, 'delay_A2GO': 2.3812303003373145, 'delay_gap_A2B': 0.19089414370340482, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.06356275957795, 'w_acpt': 1.5098961148139023, 'w_trans': 6.658960149012308}",573
1350,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.6163656994687615, 'cue_percentage': 100, 'delay_A2GO': 2.2786422157181723, 'delay_gap_A2B': 0.18946273377559064, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.77555781591997, 'w_acpt': 1.1379357391720621, 'w_trans': 6.613314761026866}",1350
1028,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.6354870110396732, 'cue_percentage': 100, 'delay_A2GO': 1.6536580620426375, 'delay_gap_A2B': 0.10735239315427834, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.89821743770379, 'w_acpt': 1.0979529205519936, 'w_trans': 8.020877540932553}",1028
655,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.564114679407222, 'cue_percentage': 100, 'delay_A2GO': 2.210987245321413, 'delay_gap_A2B': 0.18475378514590743, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.369187548352734, 'w_acpt': 1.7025037591691776, 'w_trans': 4.178698959286061}",655
259,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.947823128450123, 'cue_percentage': 100, 'delay_A2GO': 2.9730511787795844, 'delay_gap_A2B': 0.037352898022643716, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.118593253960576, 'w_acpt': 1.4048333249957763, 'w_trans': 8.915527385926517}",259
1789,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.5485914145622081, 'cue_percentage': 100, 'delay_A2GO': 2.36690432616247, 'delay_gap_A2B': 0.040433672580021486, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.51807087181329, 'w_acpt': 1.5439701444543665, 'w_trans': 6.276917333406383}",1789
1202,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.6448583461892627, 'cue_percentage': 100, 'delay_A2GO': 2.054079895091614, 'delay_gap_A2B': 0.23452544912503825, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.777688999519384, 'w_acpt': 1.00154011921372, 'w_trans': 6.6529453114411705}",1202
687,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.720069748839801, 'cue_percentage': 100, 'delay_A2GO': 2.8738178907229774, 'delay_gap_A2B': 0.22702748280906757, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.69179688327616, 'w_acpt': 1.3108485691178453, 'w_trans': 7.818604004975272}",687
1597,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.5567979891844906, 'cue_percentage': 100, 'delay_A2GO': 1.7031269747432172, 'delay_gap_A2B': 0.017528486504226976, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.478519630597006, 'w_acpt': 1.4827214307735737, 'w_trans': 5.130117926497714}",1597
491,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.7041726118713432, 'cue_percentage': 100, 'delay_A2GO': 2.9425977566243846, 'delay_gap_A2B': 0.0029848328323184015, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.12875037526446, 'w_acpt': 1.0111859671457797, 'w_trans': 7.97067790540494}",491
1060,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.6535013853097285, 'cue_percentage': 100, 'delay_A2GO': 1.5538689212017158, 'delay_gap_A2B': 0.11583454967412775, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.445588085190074, 'w_acpt': 1.3930988997209468, 'w_trans': 8.64476415557401}",1060
1693,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.7416263209095988, 'cue_percentage': 100, 'delay_A2GO': 2.0106347428745748, 'delay_gap_A2B': 0.23805857946775538, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.985703228335474, 'w_acpt': 1.1034344895326713, 'w_trans': 6.574062111352789}",1693
1033,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.7398785270934296, 'cue_percentage': 100, 'delay_A2GO': 2.554340350323061, 'delay_gap_A2B': 0.17691588919675008, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.62624533624039, 'w_acpt': 1.4337433515543774, 'w_trans': 8.486569360969172}",1033
441,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.7078721676245551, 'cue_percentage': 100, 'delay_A2GO': 2.7590983085525336, 'delay_gap_A2B': 0.04492916809954874, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.20507110469326, 'w_acpt': 1.130797923536804, 'w_trans': 7.292683771121567}",441
1480,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.5085029555662894, 'cue_percentage': 100, 'delay_A2GO': 2.5050380109949097, 'delay_gap_A2B': 0.04258974048063531, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.07233477896021, 'w_acpt': 1.1021886519969053, 'w_trans': 8.055223089697005}",1480
1934,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.5001262913909272, 'cue_percentage': 100, 'delay_A2GO': 2.2714054504541417, 'delay_gap_A2B': 0.1488334398493727, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.45321034420942, 'w_acpt': 1.4818353676625409, 'w_trans': 5.3738277009126225}",1934
1057,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.566122707916683, 'cue_percentage': 100, 'delay_A2GO': 2.007569449926805, 'delay_gap_A2B': 0.20219032644122958, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.521955178709874, 'w_acpt': 1.7296725558456871, 'w_trans': 2.861032437848014}",1057
888,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.5201342107327889, 'cue_percentage': 100, 'delay_A2GO': 2.0540539193132803, 'delay_gap_A2B': 0.2229780181758062, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.872284852531074, 'w_acpt': 1.1221333194062137, 'w_trans': 4.770777410019433}",888
1619,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.5686239746126822, 'cue_percentage': 100, 'delay_A2GO': 2.191433876219999, 'delay_gap_A2B': 0.05547210286539696, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.423729101922696, 'w_acpt': 1.6611110777387808, 'w_trans': 6.036183057846431}",1619
470,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.6475530655527795, 'cue_percentage': 100, 'delay_A2GO': 2.965453663896772, 'delay_gap_A2B': 0.010400937155363475, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.86997356305414, 'w_acpt': 1.511207095143207, 'w_trans': 5.168799336267005}",470
156,0.6363636363636364,"{'background_activity': 13.855558143033827, 'cue_length': 0.5670242354278224, 'cue_percentage': 100, 'delay_A2GO': 1.952194797274694, 'delay_gap_A2B': 0.1232752764326594, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.54291268985197, 'w_acpt': 1.6339435193653862, 'w_trans': 6.404679406140572}",156
